#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  1.88  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.289  -11.604  -11.604   -8.424   -8.424   -8.424   -7.054   -3.567   -3.567   -3.567   -1.445   -1.445   -1.445   -1.337   -1.337   -1.337    2.887    3.993    3.993    4.419    4.419    4.419    5.196    5.196    5.196    6.596    6.596    6.596    8.553    8.553
  1.92  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.287  -11.606  -11.606   -8.424   -8.424   -8.424   -7.067   -3.558   -3.558   -3.550   -1.451   -1.451   -1.442   -1.346   -1.338   -1.338    2.906    4.006    4.006    4.427    4.431    4.431    5.164    5.164    5.172    6.587    6.605    6.605    8.473    8.473
  1.96  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.279  -11.610  -11.610   -8.424   -8.424   -8.423   -7.106   -3.530   -3.530   -3.500   -1.468   -1.468   -1.433   -1.370   -1.337   -1.337    2.962    4.043    4.043    4.449    4.467    4.467    5.072    5.072    5.104    6.564    6.633    6.633    8.269    8.354
  2.01  -21.648  -16.956  -16.956  -16.906  -16.906  -16.906  -12.266  -11.618  -11.618   -8.424   -8.424   -8.422   -7.169   -3.485   -3.485   -3.420   -1.499   -1.499   -1.418   -1.407   -1.334   -1.334    3.051    4.101    4.101    4.472    4.523    4.523    4.936    4.936    5.011    6.534    6.676    6.676    7.987    8.200
  2.05  -21.648  -16.955  -16.955  -16.906  -16.906  -16.906  -12.248  -11.628  -11.628   -8.424   -8.424   -8.421   -7.250   -3.421   -3.421   -3.314   -1.541   -1.541   -1.453   -1.398   -1.327   -1.327    3.167    4.172    4.172    4.461    4.560    4.560    4.808    4.808    4.935    6.503    6.731    6.731    7.671    8.019
  2.10  -21.648  -16.954  -16.954  -16.906  -16.906  -16.906  -12.226  -11.640  -11.640   -8.424   -8.424   -8.419   -7.347   -3.341   -3.341   -3.186   -1.593   -1.593   -1.503   -1.373   -1.316   -1.316    3.302    4.243    4.243    4.369    4.446    4.446    4.838    4.838    4.931    6.479    6.792    6.792    7.350    7.820
  2.14  -21.648  -16.953  -16.953  -16.906  -16.906  -16.906  -12.199  -11.654  -11.654   -8.424   -8.424   -8.418   -7.455   -3.244   -3.244   -3.043   -1.653   -1.653   -1.551   -1.343   -1.300   -1.300    3.440    4.168    4.168    4.206    4.382    4.382    4.974    4.974    5.000    6.455    6.852    6.852    7.051    7.616
  2.19  -21.648  -16.952  -16.952  -16.906  -16.906  -16.906  -12.169  -11.670  -11.670   -8.424   -8.424   -8.417   -7.571   -3.132   -3.132   -2.890   -1.716   -1.716   -1.592   -1.309   -1.282   -1.282    3.551    3.921    3.921    4.030    4.465    4.465    5.110    5.142    5.142    6.394    6.833    6.898    6.898    7.422
  2.23  -21.648  -16.951  -16.951  -16.906  -16.906  -16.906  -12.135  -11.686  -11.686   -8.425   -8.425   -8.416   -7.691   -3.006   -3.006   -2.735   -1.780   -1.780   -1.617   -1.272   -1.260   -1.260    3.536    3.647    3.647    3.948    4.562    4.562    5.240    5.322    5.322    6.225    6.783    6.912    6.912    7.261
  2.28  -21.648  -16.950  -16.950  -16.907  -16.906  -16.906  -12.098  -11.703  -11.703   -8.426   -8.426   -8.417   -7.811   -2.867   -2.867   -2.588   -1.844   -1.844   -1.617   -1.235   -1.235   -1.232    3.355    3.363    3.363    3.999    4.662    4.662    5.369    5.491    5.491    6.015    6.862    6.881    6.881    7.156
  2.32  -21.648  -16.949  -16.949  -16.907  -16.907  -16.907  -12.059  -11.720  -11.720   -8.427   -8.427   -8.418   -7.930   -2.719   -2.719   -2.462   -1.905   -1.905   -1.578   -1.208   -1.208   -1.191    3.075    3.075    3.114    4.071    4.759    4.759    5.428    5.627    5.627    5.898    6.838    6.838    7.099    7.099
  2.37  -21.648  -16.948  -16.948  -16.907  -16.907  -16.907  -12.020  -11.737  -11.737   -8.428   -8.428   -8.420   -8.044   -2.564   -2.564   -2.369   -1.960   -1.960   -1.493   -1.178   -1.178   -1.150    2.788    2.788    2.858    4.117    4.845    4.845    5.329    5.707    5.707    5.985    6.838    6.838    7.065    7.065
  2.41  -21.648  -16.947  -16.947  -16.907  -16.907  -16.907  -11.980  -11.753  -11.753   -8.429   -8.429   -8.422   -8.152   -2.407   -2.407   -2.310   -2.005   -2.005   -1.360   -1.147   -1.147   -1.110    2.506    2.506    2.597    4.125    4.908    4.908    5.174    5.736    5.736    6.183    6.881    6.881    7.068    7.068
  2.46  -21.648  -16.946  -16.946  -16.907  -16.907  -16.907  -11.942  -11.768  -11.768   -8.431   -8.431   -8.425   -8.251   -2.276   -2.267   -2.267   -2.028   -2.028   -1.191   -1.114   -1.114   -1.071    2.234    2.234    2.338    4.094    4.936    4.936    5.037    5.745    5.745    6.418    6.909    6.909    7.144    7.144
  2.50  -21.648  -16.945  -16.945  -16.907  -16.907  -16.907  -11.906  -11.780  -11.780   -8.432   -8.432   -8.428   -8.339   -2.258   -2.192   -2.192   -1.981   -1.981   -1.080   -1.080   -1.036   -0.999    1.976    1.976    2.084    4.033    4.928    4.928    4.934    5.760    5.760    6.662    6.928    6.928    7.264    7.264
  2.54  -21.648  -16.944  -16.944  -16.907  -16.907  -16.907  -11.875  -11.791  -11.791   -8.434   -8.434   -8.434   -8.412   -2.248   -2.191   -2.191   -1.864   -1.864   -1.046   -1.046   -1.006   -0.800    1.741    1.741    1.841    3.956    4.864    4.894    4.894    5.785    5.785    6.897    6.965    6.965    7.374    7.374
  2.59  -21.648  -16.943  -16.943  -16.907  -16.907  -16.907  -11.848  -11.800  -11.800   -8.477   -8.435   -8.435   -8.432   -2.243   -2.208   -2.208   -1.742   -1.742   -1.012   -1.012   -0.981   -0.605    1.537    1.537    1.616    3.880    4.818    4.849    4.849    5.812    5.812    7.030    7.030    7.104    7.447    7.447
  2.63  -21.648  -16.943  -16.943  -16.907  -16.907  -16.907  -11.829  -11.807  -11.807   -8.521   -8.436   -8.436   -8.434   -2.239   -2.223   -2.223   -1.643   -1.643   -0.980   -0.980   -0.962   -0.431    1.376    1.376    1.423    3.816    4.790    4.808    4.808    5.832    5.832    7.119    7.119    7.267    7.468    7.468
  2.68  -21.648  -16.943  -16.943  -16.907  -16.907  -16.907  -11.816  -11.811  -11.811   -8.548   -8.436   -8.436   -8.436   -2.237   -2.233   -2.233   -1.580   -1.580   -0.956   -0.956   -0.951   -0.305    1.271    1.271    1.286    3.775    4.775    4.780    4.780    5.844    5.844    7.215    7.215    7.289    7.371    7.441
  2.72  -21.648  -16.942  -16.942  -16.907  -16.907  -16.907  -11.812  -11.812  -11.812   -8.558   -8.436   -8.436   -8.436   -2.237   -2.237   -2.237   -1.558   -1.558   -0.947   -0.947   -0.947   -0.257    1.235    1.235    1.235    3.761    4.771    4.771    4.771    5.848    5.848    7.272    7.272    7.273    7.407    7.407
